"","x"
"12866","KCTD11"
"12867","TNK1"
"12868","PLSCR3"
"12869","TMEM256"
"12870","NLGN2"
"12871","C17orf74"
"12872","TMEM102"
"12873","FGF11"
"12874","CHRNB1"
"12875","ZBTB4"
"12876","SLC35G6"
"12877","POLR2A"
"12878","TNFSF12"
"12879","TNFSF13"
"12880","SENP3"
"12881","EIF4A1"
"12882","CD68"
"12883","MPDU1"
"12884","SOX15"
"12885","FXR2"
"12886","SHBG"
"12887","SAT2"
"12888","ATP1B2"
"12889","TP53"
"12890","WRAP53"
"12891","EFNB3"
"12892","DNAH2"
"12893","KDM6B"
"12894","TMEM88"
"12895","NAA38"
"12896","CYB5D1"
"12897","CHD3"
"12898","KCNAB3"
"12899","TRAPPC1"
"12900","CNTROB"
"12901","GUCY2D"
"12902","ALOX15B"
"12903","ALOX12B"
"12904","ALOXE3"
"12905","HES7"
"12906","PER1"
"12907","VAMP2"
"12908","TMEM107"
"12909","AURKB"
"12910","CTC1"
"12911","PFAS"
"12912","SLC25A35"
"12913","RANGRF"
"12914","ARHGEF15"
"12915","KRBA2"
"12916","RPL26"
"12917","RNF222"
"12918","NDEL1"
"12919","MYH10"
"12920","CCDC42"
"12921","MFSD6L"
"12922","PIK3R6"
"12923","PIK3R5"
"12924","NTN1"
"12925","STX8"
"12926","USP43"
"12927","DHRS7C"
"12928","GLP2R"
"12929","RCVRN"
"12930","GAS7"
"12931","MYH13"
"12932","MYH8"
"12933","MYH1"
"12934","MYH2"
"12935","MYH3"
"12936","SCO1"
"12937","ADPRM"
"12938","TMEM220"
"12939","PIRT"
"12940","SHISA6"
"12941","DNAH9"
"12942","ZNF18"
"12943","MAP2K4"
"12944","MYOCD"
"12945","ARHGAP44"
"12946","ELAC2"
"12947","HS3ST3A1"
"12948","COX10"
"12949","CDRT15"
"12950","HS3ST3B1"
"12951","PMP22"
"12952","TEKT3"
"12953","CDRT4"
"12954","TVP23C"
"12955","CDRT1"
"12956","TRIM16"
"12957","ZNF286A"
"12958","TBC1D26"
"12959","ADORA2B"
"12960","ZSWIM7"
"12961","TTC19"
"12962","NCOR1"
"12963","PIGL"
"12964","CENPV"
"12965","UBB"
"12966","TRPV2"
"12967","LRRC75A"
"12968","ZNF287"
"12969","ZNF624"
"12970","CCDC144A"
"12971","TNFRSF13B"
"12972","MPRIP"
"12973","PLD6"
"12974","FLCN"
"12975","COPS3"
"12976","NT5M"
"12977","MED9"
"12978","RASD1"
"12979","PEMT"
"12980","RAI1"
"12981","SREBF1"
"12982","TOM1L2"
"12983","ATPAF2"
"12984","GID4"
"12985","DRG2"
"12986","MYO15A"
"12987","ALKBH5"
"12988","LLGL1"
"12989","FLII"
"12990","MIEF2"
"12991","TOP3A"
"12992","SMCR8"
"12993","SHMT1"
"12994","LGALS9C"
"12995","FAM106A"
"12996","TBC1D28"
"12997","ZNF286B"
"12998","TRIM16L"
"12999","FBXW10"
"13000","TVP23B"
"13001","PRPSAP2"
"13002","SLC5A10"
"13003","FAM83G"
"13004","GRAP"
"13005","GRAPL"
"13006","EPN2"
"13007","B9D1"
"13008","MAPK7"
"13009","MFAP4"
"13010","RNF112"
"13011","SLC47A1"
"13012","ALDH3A2"
"13013","SLC47A2"
"13014","ALDH3A1"
"13015","ULK2"
"13016","AKAP10"
"13017","SPECC1"
"13018","LGALS9B"
"13019","CCDC144NL"
"13020","USP22"
"13021","DHRS7B"
"13022","TMEM11"
"13023","NATD1"
"13024","MAP2K3"
"13025","KCNJ12"
"13026","C17orf51"
"13027","UBBP4"
"13028","MTRNR2L1"
"13029","WSB1"
"13030","KSR1"
"13031","LGALS9"
"13032","NOS2"
"13033","LYRM9"
"13034","NLK"
"13035","TMEM97"
"13036","IFT20"
"13037","TNFAIP1"
"13038","POLDIP2"
"13039","TMEM199"
"13040","SARM1"
"13041","VTN"
"13042","SLC46A1"
"13043","SLC13A2"
"13044","FOXN1"
"13045","UNC119"
"13046","PIGS"
"13047","ALDOC"
"13048","SPAG5"
"13049","SGK494"
"13050","KIAA0100"
"13051","SDF2"
"13052","SUPT6H"
"13053","PROCA1"
"13054","RAB34"
"13055","RPL23A"
"13056","TLCD1"
"13057","NEK8"
"13058","TRAF4"
"13059","FAM222B"
"13060","ERAL1"
"13061","FLOT2"
"13062","DHRS13"
"13063","PHF12"
"13064","PIPOX"
"13065","SEZ6"
"13066","MYO18A"
"13067","TIAF1"
"13068","CRYBA1"
"13069","NUFIP2"
"13070","TAOK1"
"13071","ABHD15"
"13072","TP53I13"
"13073","GIT1"
"13074","ANKRD13B"
"13075","CORO6"
"13076","SSH2"
"13077","EFCAB5"
"13078","NSRP1"
"13079","SLC6A4"
"13080","BLMH"
"13081","CPD"
"13082","GOSR1"
"13083","TBC1D29"
"13084","CRLF3"
"13085","ATAD5"
"13086","TEFM"
"13087","ADAP2"
"13088","RNF135"
"13089","NF1"
"13090","OMG"
"13091","EVI2B"
"13092","EVI2A"
"13093","RAB11FIP4"
"13094","COPRS"
"13095","UTP6"
"13096","SUZ12"
"13097","LRRC37B"
"13098","RHOT1"
"13099","RHBDL3"
"13100","C17orf75"
"13101","ZNF207"
"13102","PSMD11"
"13103","CDK5R1"
"13104","MYO1D"
"13105","TMEM98"
"13106","ASIC2"
"13107","CCL2"
"13108","CCL11"
"13109","CCL8"
"13110","CCL13"
"13111","TMEM132E"
"13112","CCT6B"
"13113","ZNF830"
"13114","LIG3"
"13115","RFFL"
"13116","RAD51D"
"13117","FNDC8"
"13118","NLE1"
"13119","UNC45B"
"13120","SLFN5"
"13121","SLFN11"
"13122","SLFN12"
"13123","SLFN13"
"13124","SLFN12L"
"13125","SLFN14"
"13126","PEX12"
"13127","AP2B1"
"13128","RASL10B"
"13129","GAS2L2"
"13130","MMP28"
"13131","C17orf50"
"13132","TAF15"
"13133","HEATR9"
"13134","CCL5"
"13135","RDM1"
"13136","CCL16"
"13137","CCL14"
"13138","CCL15"
"13139","CCL23"
"13140","CCL18"
"13141","CCL3"
"13142","CCL4"
"13143","TBC1D3B"
"13144","CCL3L3"
"13145","ZNHIT3"
"13146","MYO19"
"13147","PIGW"
"13148","GGNBP2"
"13149","DHRS11"
"13150","MRM1"
"13151","AATF"
"13152","ACACA"
"13153","C17orf78"
"13154","TADA2A"
"13155","DUSP14"
"13156","SYNRG"
"13157","DDX52"
"13158","HNF1B"
"13159","TBC1D3L"
"13160","MRPL45"
"13161","GPR179"
"13162","SOCS7"
"13163","ARHGAP23"
"13164","SRCIN1"
"13165","MLLT6"
"13166","CISD3"
"13167","PCGF2"
"13168","PSMB3"
"13169","PIP4K2B"
"13170","CWC25"
"13171","RPL23"
"13172","LASP1"
"13173","PLXDC1"
"13174","ARL5C"
"13175","CACNB1"
"13176","RPL19"
"13177","STAC2"
"13178","FBXL20"
"13179","MED1"
"13180","CDK12"
"13181","NEUROD2"
"13182","PPP1R1B"
"13183","STARD3"
"13184","TCAP"
"13185","PNMT"
"13186","PGAP3"
"13187","ERBB2"
"13188","MIEN1"
"13189","GRB7"
"13190","IKZF3"
"13191","GSDMB"
"13192","ORMDL3"
"13193","LRRC3C"
"13194","GSDMA"
"13195","PSMD3"
"13196","CSF3"
"13197","MED24"
"13198","THRA"
"13199","NR1D1"
"13200","MSL1"
"13201","CASC3"
"13202","RAPGEFL1"
"13203","WIPF2"
"13204","CDC6"
"13205","RARA"
"13206","TOP2A"
"13207","IGFBP4"
"13208","TNS4"
"13209","CCR7"
"13210","SMARCE1"
"13211","KRT222"
"13212","KRT24"
"13213","KRT25"
"13214","KRT27"
"13215","KRT10"
"13216","TMEM99"
"13217","KRT12"
"13218","KRT20"
"13219","KRT23"
"13220","KRT39"
"13221","KRT40"
"13222","KRT31"
"13223","KRT32"
"13224","KRT36"
"13225","KRT13"
"13226","KRT15"
"13227","KRT19"
"13228","KRT9"
"13229","KRT14"
"13230","KRT16"
"13231","KRT17"
"13232","EIF1"
"13233","HAP1"
"13234","JUP"
"13235","FKBP10"
"13236","NT5C3B"
"13237","KLHL10"
"13238","KLHL11"
"13239","ACLY"
"13240","TTC25"
"13241","CNP"
"13242","DNAJC7"
"13243","NKIRAS2"
"13244","ZNF385C"
"13245","DHX58"
"13246","KAT2A"
"13247","HSPB9"
"13248","RAB5C"
"13249","KCNH4"
"13250","HCRT"
"13251","GHDC"
"13252","STAT5B"
"13253","STAT5A"
"13254","STAT3"
"13255","PTRF"
"13256","ATP6V0A1"
"13257","NAGLU"
"13258","HSD17B1"
"13259","COASY"
"13260","MLX"
"13261","PSMC3IP"
"13262","FAM134C"
"13263","TUBG1"
"13264","TUBG2"
"13265","PLEKHH3"
"13266","CCR10"
"13267","CNTNAP1"
"13268","EZH1"
"13269","RAMP2"
"13270","VPS25"
"13271","WNK4"
"13272","COA3"
"13273","CNTD1"
"13274","BECN1"
"13275","PSME3"
"13276","AOC2"
"13277","AOC3"
"13278","G6PC"
"13279","AARSD1"
"13280","PTGES3L"
"13281","RUNDC1"
"13282","RPL27"
"13283","IFI35"
"13284","VAT1"
"13285","RND2"
"13286","BRCA1"
"13287","NBR1"
"13288","TMEM106A"
"13289","ARL4D"
"13290","DHX8"
"13291","ETV4"
"13292","MEOX1"
"13293","SOST"
"13294","DUSP3"
"13295","C17orf105"
"13296","MPP3"
"13297","CD300LG"
"13298","MPP2"
"13299","PYY"
"13300","NAGS"
"13301","TMEM101"
"13302","LSM12"
"13303","G6PC3"
"13304","HDAC5"
"13305","C17orf53"
"13306","ASB16"
"13307","TMUB2"
"13308","ATXN7L3"
"13309","UBTF"
"13310","SLC4A1"
"13311","RUNDC3A"
"13312","SLC25A39"
"13313","GRN"
"13314","FAM171A2"
"13315","ITGA2B"
"13316","GPATCH8"
"13317","FZD2"
"13318","CCDC43"
"13319","DBF4B"
"13320","ADAM11"
"13321","GJC1"
"13322","HIGD1B"
"13323","EFTUD2"
"13324","GFAP"
"13325","KIF18B"
"13326","C1QL1"
"13327","DCAKD"
"13328","NMT1"
"13329","PLCD3"
"13330","ACBD4"
"13331","HEXIM1"
"13332","HEXIM2"
"13333","FMNL1"
"13334","SPATA32"
"13335","MAP3K14"
"13336","ARHGAP27"
"13337","PLEKHM1"
"13338","CRHR1"
"13339","MAPT"
"13340","KANSL1"
"13341","ARL17B"
"13342","LRRC37A"
"13343","LRRC37A2"
"13344","ARL17A"
"13345","NSF"
"13346","WNT3"
"13347","WNT9B"
"13348","GOSR2"
"13349","RPRML"
"13350","CDC27"
"13351","MYL4"
"13352","ITGB3"
"13353","EFCAB13"
"13354","NPEPPS"
"13355","KPNB1"
"13356","TBKBP1"
"13357","TBX21"
"13358","OSBPL7"
"13359","MRPL10"
"13360","LRRC46"
"13361","SCRN2"
"13362","SP6"
"13363","SP2"
"13364","PNPO"
"13365","PRR15L"
"13366","CDK5RAP3"
"13367","COPZ2"
"13368","NFE2L1"
"13369","CBX1"
"13370","SNX11"
"13371","SKAP1"
"13372","HOXB2"
"13373","HOXB3"
"13374","HOXB4"
"13375","HOXB5"
"13376","HOXB6"
"13377","HOXB7"
"13378","HOXB8"
"13379","HOXB9"
"13380","HOXB13"
"13381","TTLL6"
"13382","CALCOCO2"
"13383","ATP5G1"
"13384","UBE2Z"
"13385","SNF8"
"13386","IGF2BP1"
"13387","B4GALNT2"
"13388","GNGT2"
"13389","ABI3"
"13390","PHOSPHO1"
"13391","ZNF652"
"13392","PHB"
"13393","NGFR"
"13394","NXPH3"
"13395","SPOP"
"13396","SLC35B1"
"13397","FAM117A"
"13398","KAT7"
"13399","TAC4"
"13400","DLX4"
"13401","DLX3"
"13402","ITGA3"
"13403","PDK2"
"13404","SAMD14"
"13405","PPP1R9B"
"13406","SGCA"
"13407","COL1A1"
"13408","TMEM92"
"13409","XYLT2"
"13410","MRPL27"
"13411","EME1"
"13412","LRRC59"
"13413","ACSF2"
"13414","CHAD"
"13415","RSAD1"
"13416","MYCBPAP"
"13417","EPN3"
"13418","SPATA20"
"13419","CACNA1G"
"13420","ABCC3"
"13421","ANKRD40"
"13422","LUC7L3"
"13423","WFIKKN2"
"13424","TOB1"
"13425","SPAG9"
"13426","NME1"
"13427","NME2"
"13428","MBTD1"
"13429","UTP18"
"13430","CA10"
"13431","TOM1L1"
"13432","COX11"
"13433","STXBP4"
"13434","HLF"
"13435","MMD"
"13436","TMEM100"
"13437","PCTP"
"13438","ANKFN1"
"13439","NOG"
"13440","C17orf67"
"13441","DGKE"
"13442","TRIM25"
"13443","COIL"
"13444","SCPEP1"
"13445","AKAP1"
"13446","MSI2"
"13447","MRPS23"
"13448","CUEDC1"
"13449","VEZF1"
"13450","SRSF1"
"13451","DYNLL2"
"13452","EPX"
"13453","MKS1"
"13454","LPO"
"13455","MPO"
"13456","SUPT4H1"
"13457","RNF43"
"13458","HSF5"
"13459","MTMR4"
"13460","SEPT4"
"13461","C17orf47"
"13462","TEX14"
"13463","RAD51C"
"13464","PPM1E"
"13465","TRIM37"
"13466","SKA2"
"13467","PRR11"
"13468","SMG8"
"13469","GDPD1"
"13470","YPEL2"
"13471","DHX40"
"13472","CLTC"
"13473","PTRH2"
"13474","VMP1"
"13475","TUBD1"
"13476","RPS6KB1"
"13477","RNFT1"
"13478","HEATR6"
"13479","CA4"
"13480","USP32"
"13481","C17orf64"
"13482","APPBP2"
"13483","PPM1D"
"13484","BCAS3"
"13485","TBX2"
"13486","C17orf82"
"13487","TBX4"
"13488","NACA2"
"13489","BRIP1"
"13490","INTS2"
"13491","MED13"
"13492","METTL2A"
"13493","TLK2"
"13494","MRC2"
"13495","MARCH10"
"13496","TANC2"
"13497","CYB561"
"13498","ACE"
"13499","KCNH6"
"13500","DCAF7"
"13501","TACO1"
"13502","MAP3K3"
"13503","STRADA"
"13504","LIMD2"
"13505","CCDC47"
"13506","DDX42"
"13507","FTSJ3"
"13508","PSMC5"
"13509","SMARCD2"
"13510","GH1"
"13511","CD79B"
"13512","SCN4A"
"13513","PRR29"
"13514","ICAM2"
"13515","ERN1"
"13516","TEX2"
"13517","PECAM1"
"13518","MILR1"
"13519","POLG2"
"13520","DDX5"
"13521","CEP95"
"13522","SMURF2"
"13523","LRRC37A3"
"13524","GNA13"
"13525","RGS9"
"13526","AXIN2"
"13527","CEP112"
"13528","APOH"
"13529","PRKCA"
"13530","CACNG4"
"13531","CACNG1"
"13532","HELZ"
"13533","PSMD12"
"13534","PITPNC1"
"13535","NOL11"
"13536","BPTF"
"13537","C17orf58"
"13538","KPNA2"
"13539","AMZ2"
"13540","ARSG"
"13541","SLC16A6"
"13542","WIPI1"
"13543","PRKAR1A"
"13544","FAM20A"
"13545","ABCA8"
"13546","ABCA9"
"13547","ABCA6"
"13548","ABCA10"
"13549","ABCA5"
"13550","MAP2K6"
"13551","KCNJ16"
"13552","KCNJ2"
"13553","SOX9"
"13554","SLC39A11"
"13555","SSTR2"
"13556","COG1"
"13557","FAM104A"
"13558","C17orf80"
"13559","CPSF4L"
"13560","CDC42EP4"
"13561","SDK2"
"13562","RPL38"
"13563","TTYH2"
"13564","DNAI2"
"13565","KIF19"
"13566","BTBD17"
"13567","GPR142"
"13568","GPRC5C"
"13569","CD300A"
"13570","CD300LB"
"13571","CD300C"
"13572","CD300E"
"13573","RAB37"
"13574","CD300LF"
"13575","SLC9A3R1"
"13576","NAT9"
"13577","TMEM104"
"13578","GRIN2C"
"13579","FDXR"
"13580","FADS6"
"13581","USH1G"
"13582","OTOP2"
"13583","HID1"
"13584","CDR2L"
"13585","KCTD2"
"13586","ATP5H"
"13587","SLC16A5"
"13588","ARMC7"
"13589","NT5C"
"13590","HN1"
"13591","SUMO2"
"13592","NUP85"
"13593","GGA3"
"13594","MRPS7"
"13595","MIF4GD"
"13596","SLC25A19"
"13597","GRB2"
"13598","CASKIN2"
"13599","TSEN54"
"13600","LLGL2"
"13601","RECQL5"
"13602","SMIM5"
"13603","SMIM6"
"13604","SAP30BP"
"13605","ITGB4"
"13606","GALK1"
"13607","H3F3B"
"13608","UNK"
"13609","UNC13D"
"13610","WBP2"
"13611","TRIM47"
"13612","TRIM65"
"13613","MRPL38"
"13614","FBF1"
"13615","ACOX1"
"13616","TEN1"
"13617","CDK3"
"13618","EVPL"
"13619","SRP68"
"13620","GALR2"
"13621","ZACN"
"13622","EXOC7"
"13623","FOXJ1"
"13624","RNF157"
"13625","UBALD2"
"13626","QRICH2"
"13627","PRPSAP1"
"13628","SPHK1"
"13629","UBE2O"
"13630","AANAT"
"13631","RHBDF2"
"13632","CYGB"
"13633","PRCD"
"13634","ST6GALNAC2"
"13635","ST6GALNAC1"
"13636","MXRA7"
"13637","JMJD6"
"13638","METTL23"
"13639","SRSF2"
"13640","MFSD11"
"13641","MGAT5B"
"13642","SEC14L1"
"13643","SEPT9"
"13644","TNRC6C"
"13645","TMC6"
"13646","TMC8"
"13647","C17orf99"
"13648","SYNGR2"
"13649","TK1"
"13650","AFMID"
"13651","BIRC5"
"13652","TMEM235"
"13653","SOCS3"
"13654","PGS1"
"13655","DNAH17"
"13656","CYTH1"
"13657","USP36"
"13658","TIMP2"
"13659","LGALS3BP"
"13660","CANT1"
"13661","C1QTNF1"
"13662","ENGASE"
"13663","RBFOX3"
"13664","CBX2"
"13665","CBX8"
"13666","CBX4"
"13667","TBC1D16"
"13668","CCDC40"
"13669","GAA"
"13670","EIF4A3"
"13671","CARD14"
"13672","SGSH"
"13673","SLC26A11"
"13674","RNF213"
"13675","ENDOV"
"13676","NPTX1"
"13677","RPTOR"
"13678","CHMP6"
"13679","BAIAP2"
"13680","AATK"
"13681","CEP131"
"13682","SLC38A10"
"13683","TMEM105"
"13684","BAHCC1"
"13685","ACTG1"
"13686","FSCN2"
"13687","NPLOC4"
"13688","TSPAN10"
"13689","PDE6G"
"13690","OXLD1"
"13691","CCDC137"
"13692","ARL16"
"13693","HGS"
"13694","MRPL12"
"13695","SLC25A10"
"13696","GCGR"
"13697","PPP1R27"
"13698","P4HB"
"13699","ARHGDIA"
"13700","ALYREF"
"13701","ANAPC11"
"13702","PCYT2"
"13703","SIRT7"
"13704","MAFG"
"13705","PYCR1"
"13706","MYADML2"
"13707","NOTUM"
"13708","ASPSCR1"
"13709","LRRC45"
"13710","RAC3"
"13711","DCXR"
"13712","RFNG"
"13713","GPS1"
"13714","DUS1L"
"13715","FASN"
"13716","CCDC57"
"13717","SLC16A3"
"13718","CSNK1D"
"13719","CD7"
"13720","SECTM1"
"13721","UTS2R"
"13722","OGFOD3"
"13723","HEXDC"
"13724","C17orf62"
"13725","NARF"
"13726","FOXK2"
"13727","WDR45B"
"13728","RAB40B"
"13729","FN3KRP"
"13730","FN3K"
"13731","TBCD"
"13732","ZNF750"
"13733","B3GNTL1"
"13734","METRNL"
"13735","USP14"
"13736","THOC1"
"13737","COLEC12"
"13738","CLUL1"
"13739","TYMS"
"13740","ENOSF1"
"13741","YES1"
"13742","ADCYAP1"
"13743","METTL4"
"13744","NDC80"
"13745","SMCHD1"
"13746","EMILIN2"
"13747","LPIN2"
"13748","MYOM1"
"13749","MYL12A"
"13750","MYL12B"
"13751","TGIF1"
"13752","DLGAP1"
"13753","ZBTB14"
"13754","EPB41L3"
"13755","TMEM200C"
"13756","L3MBTL4"
"13757","ARHGAP28"
"13758","LAMA1"
"13759","PTPRM"
"13760","RAB12"
"13761","MTCL1"
"13762","NDUFV2"
"13763","ANKRD12"
"13764","TWSG1"
"13765","RALBP1"
"13766","PPP4R1"
"13767","RAB31"
"13768","TXNDC2"
"13769","VAPA"
"13770","APCDD1"
"13771","NAPG"
"13772","PIEZO2"
"13773","GNAL"
"13774","CHMP1B"
"13775","MPPE1"
"13776","IMPA2"
"13777","CIDEA"
"13778","TUBB6"
"13779","AFG3L2"
"13780","SPIRE1"
"13781","PSMG2"
"13782","CEP76"
"13783","PTPN2"
"13784","SEH1L"
"13785","CEP192"
"13786","LDLRAD4"
"13787","FAM210A"
"13788","RNMT"
"13789","ZNF519"
"13790","ANKRD30B"
"13791","ROCK1"
"13792","GREB1L"
"13793","ESCO1"
"13794","SNRPD1"
"13795","ABHD3"
"13796","MIB1"
"13797","GATA6"
"13798","CTAGE1"
"13799","RBBP8"
"13800","CABLES1"
"13801","TMEM241"
"13802","RIOK3"
"13803","C18orf8"
"13804","NPC1"
"13805","ANKRD29"
"13806","LAMA3"
"13807","TTC39C"
"13808","CABYR"
"13809","OSBPL1A"
"13810","IMPACT"
"13811","HRH4"
"13812","ZNF521"
"13813","SS18"
"13814","PSMA8"
"13815","TAF4B"
"13816","KCTD1"
"13817","AQP4"
"13818","CHST9"
"13819","CDH2"
"13820","DSC3"
"13821","DSC2"
"13822","DSC1"
"13823","DSG1"
"13824","DSG3"
"13825","DSG2"
"13826","TTR"
"13827","B4GALT6"
"13828","SLC25A52"
"13829","TRAPPC8"
"13830","RNF125"
"13831","RNF138"
"13832","MEP1B"
"13833","KLHL14"
"13834","CCDC178"
"13835","ASXL3"
"13836","NOL4"
"13837","DTNA"
"13838","MAPRE2"
"13839","ZNF397"
"13840","ZSCAN30"
"13841","ZNF24"
"13842","ZNF396"
"13843","INO80C"
"13844","GALNT1"
"13845","C18orf21"
"13846","RPRD1A"
"13847","SLC39A6"
"13848","ELP2"
"13849","MOCOS"
"13850","FHOD3"
"13851","TPGS2"
"13852","KIAA1328"
"13853","CELF4"
"13854","PIK3C3"
"13855","SYT4"
"13856","SETBP1"
"13857","SLC14A2"
"13858","SLC14A1"
"13859","SIGLEC15"
"13860","EPG5"
"13861","PSTPIP2"
"13862","ATP5A1"
"13863","HAUS1"
"13864","C18orf25"
"13865","RNF165"
"13866","LOXHD1"
"13867","ST8SIA5"
"13868","PIAS2"
"13869","KATNAL2"
"13870","HDHD2"
"13871","IER3IP1"
"13872","SMAD2"
"13873","ZBTB7C"
"13874","CTIF"
"13875","SMAD7"
"13876","DYM"
"13877","C18orf32"
"13878","RPL17"
"13879","LIPG"
"13880","ACAA2"
"13881","MYO5B"
"13882","MBD1"
"13883","CXXC1"
"13884","SKA1"
"13885","MAPK4"
"13886","MRO"
"13887","ME2"
"13888","ELAC1"
"13889","SMAD4"
"13890","MEX3C"
"13891","DCC"
"13892","MBD2"
"13893","POLI"
"13894","STARD6"
"13895","C18orf54"
"13896","RAB27B"
"13897","CCDC68"
"13898","TCF4"
"13899","TXNL1"
"13900","WDR7"
"13901","BOD1L2"
"13902","ST8SIA3"
"13903","ONECUT2"
"13904","FECH"
"13905","NARS"
"13906","ATP8B1"
"13907","NEDD4L"
"13908","ALPK2"
"13909","MALT1"
"13910","ZNF532"
"13911","SEC11C"
"13912","GRP"
"13913","LMAN1"
"13914","CCBE1"
"13915","PMAIP1"
"13916","CDH20"
"13917","RNF152"
"13918","PIGN"
"13919","KIAA1468"
"13920","TNFRSF11A"
"13921","ZCCHC2"
"13922","PHLPP1"
"13923","BCL2"
"13924","KDSR"
"13925","VPS4B"
"13926","SERPINB5"
"13927","SERPINB13"
"13928","SERPINB3"
"13929","SERPINB7"
"13930","SERPINB2"
"13931","HMSD"
"13932","SERPINB8"
"13933","CDH7"
"13934","CDH19"
"13935","DSEL"
"13936","TMX3"
"13937","CCDC102B"
"13938","DOK6"
"13939","CD226"
"13940","RTTN"
"13941","SOCS6"
"13942","CBLN2"
"13943","NETO1"
"13944","FBXO15"
"13945","TIMM21"
"13946","CYB5A"
"13947","FAM69C"
"13948","CNDP2"
"13949","CNDP1"
"13950","ZNF407"
"13951","ZADH2"
"13952","TSHZ1"
"13953","ZNF516"
"13954","ZNF236"
"13955","MBP"
"13956","GALR1"
"13957","SALL3"
"13958","ATP9B"
"13959","NFATC1"
"13960","CTDP1"
"13961","KCNG2"
"13962","PQLC1"
"13963","HSBP1L1"
"13964","TXNL4A"
"13965","RBFA"
"13966","ADNP2"
"13967","PARD6G"
"13968","MIER2"
"13969","THEG"
"13970","C2CD4C"
"13971","SHC2"
"13972","ODF3L2"
"13973","MADCAM1"
"13974","TPGS1"
"13975","CDC34"
"13976","GZMM"
"13977","BSG"
"13978","HCN2"
"13979","POLRMT"
"13980","FGF22"
"13981","RNF126"
"13982","FSTL3"
"13983","PRSS57"
"13984","PALM"
"13985","MISP"
"13986","PTBP1"
"13987","AZU1"
"13988","PRTN3"
"13989","ELANE"
"13990","CFD"
"13991","MED16"
"13992","R3HDM4"
"13993","KISS1R"
"13994","ARID3A"
"13995","WDR18"
"13996","GRIN3B"
"13997","TMEM259"
"13998","CNN2"
"13999","ABCA7"
"14000","POLR2E"
"14001","GPX4"
"14002","SBNO2"
"14003","STK11"
"14004","ATP5D"
"14005","MIDN"
"14006","CIRBP"
"14007","C19orf24"
"14008","EFNA2"
"14009","MUM1"
"14010","NDUFS7"
"14011","GAMT"
"14012","DAZAP1"
"14013","RPS15"
"14014","APC2"
"14015","C19orf25"
"14016","PCSK4"
"14017","REEP6"
"14018","ADAMTSL5"
"14019","PLK5"
"14020","MEX3D"
"14021","MBD3"
"14022","UQCR11"
"14023","TCF3"
"14024","ONECUT3"
"14025","ATP8B3"
"14026","REXO1"
"14027","KLF16"
"14028","ABHD17A"
"14029","SCAMP4"
"14030","ADAT3"
"14031","CSNK1G2"
"14032","BTBD2"
"14033","MKNK2"
"14034","MOB3A"
"14035","IZUMO4"
"14036","AP3D1"
"14037","DOT1L"
"14038","PLEKHJ1"
"14039","SF3A2"
"14040","AMH"
"14041","JSRP1"
"14042","OAZ1"
"14043","C19orf35"
"14044","LINGO3"
"14045","LSM7"
"14046","SPPL2B"
"14047","TMPRSS9"
"14048","TIMM13"
"14049","LMNB2"
"14050","GADD45B"
"14051","GNG7"
"14052","DIRAS1"
"14053","SLC39A3"
"14054","SGTA"
"14055","THOP1"
"14056","ZNF554"
"14057","ZNF555"
"14058","ZNF556"
"14059","ZNF57"
"14060","ZNF77"
"14061","TLE6"
"14062","TLE2"
"14063","AES"
"14064","GNA11"
"14065","GNA15"
"14066","S1PR4"
"14067","NCLN"
"14068","CELF5"
"14069","NFIC"
"14070","SMIM24"
"14071","DOHH"
"14072","FZR1"
"14073","MFSD12"
"14074","C19orf71"
"14075","HMG20B"
"14076","GIPC3"
"14077","TBXA2R"
"14078","CACTIN"
"14079","PIP5K1C"
"14080","TJP3"
"14081","APBA3"
"14082","MRPL54"
"14083","RAX2"
"14084","MATK"
"14085","ZFR2"
"14086","ATCAY"
"14087","NMRK2"
"14088","DAPK3"
"14089","EEF2"
"14090","PIAS4"
"14091","ZBTB7A"
"14092","MAP2K2"
"14093","CREB3L3"
"14094","SIRT6"
"14095","ANKRD24"
"14096","EBI3"
"14097","CCDC94"
"14098","SHD"
"14099","TMIGD2"
"14100","FSD1"
"14101","STAP2"
"14102","MPND"
"14103","SH3GL1"
"14104","CHAF1A"
"14105","UBXN6"
"14106","PLIN4"
"14107","PLIN5"
"14108","LRG1"
"14109","SEMA6B"
"14110","TNFAIP8L1"
"14111","DPP9"
"14112","FEM1A"
"14113","TICAM1"
"14114","PLIN3"
"14115","ARRDC5"
"14116","UHRF1"
"14117","KDM4B"
"14118","PTPRS"
"14119","SAFB2"
"14120","SAFB"
"14121","RPL36"
"14122","C19orf70"
"14123","HSD11B1L"
"14124","LONP1"
"14125","CATSPERD"
"14126","PRR22"
"14127","DUS3L"
"14128","NRTN"
"14129","FUT6"
"14130","FUT3"
"14131","FUT5"
"14132","NDUFA11"
"14133","VMAC"
"14134","CAPS"
"14135","RANBP3"
"14136","RFX2"
"14137","ACSBG2"
"14138","MLLT1"
"14139","ACER1"
"14140","CLPP"
"14141","ALKBH7"
"14142","PSPN"
"14143","GTF2F1"
"14144","KHSRP"
"14145","SLC25A41"
"14146","SLC25A23"
"14147","CRB3"
"14148","DENND1C"
"14149","TUBB4A"
"14150","TNFSF9"
"14151","CD70"
"14152","TNFSF14"
"14153","C3"
"14154","GPR108"
