,0,100recon _recon 10recon _recon 1000,100recon _recon 20recon _recon 1000,200recon _recon 10recon _recon 1000,200recon _recon 20recon _recon 1000
441,STK40,0.69670343,0.8095477,0.7910875,0.80023646
442,LSM10,0.6771565,0.7330066,0.7058374,2.1069431
443,OSCP1,0.6340213,0.6703745,0.6484201,0.6673059
444,MRPS15,0.689928,6.828343,0.73153037,0.77230734
445,CSF3R,0.6639608,0.73611885,0.6857277,5.779496
446,GRIK3,0.6009521,0.70962596,0.61206347,0.61908215
447,ZC3H12A,0.67176586,6.018594,0.69036514,0.7327174
448,MEAF6,0.6908252,0.7411661,0.75068223,6.8957424
449,SNIP1,0.66786695,0.7241404,0.6960761,0.7167631
450,DNALI1,0.6504569,0.6843388,0.66672015,0.68410134
451,GNL2,0.6882034,0.7638118,0.73991764,6.7187276
452,RSPO1,0.5170509,3.261895,0.5248308,3.0754075
453,C1orf109,0.6620894,0.7495477,0.6815007,5.726198
454,CDCA8,0.57957524,0.64924777,0.5903932,0.6164844
455,EPHA10,0.5297344,3.4159784,0.53918344,3.418446
456,MANEAL,0.58105654,1.9896905,0.5927416,0.9084572
457,YRDC,0.6542938,0.6966474,0.6719887,0.6957047
458,C1orf122,0.6857885,0.7570889,0.7206988,0.7562645
459,MTF1,0.67728394,6.2268233,0.69890404,0.7377554
460,INPP5B,0.6842954,6.530956,0.72279865,0.76045907
461,SF3A3,0.6939898,0.76977885,0.7902906,0.82087964
462,FHL3,0.6796829,6.315966,0.71345985,0.76203805
463,POU3F1,0.46010038,2.655247,0.46843904,0.49104753
464,RRAGC,0.6873208,0.7490029,0.7221926,1.0790114
465,MYCBP,0.6394147,0.70766664,0.66019475,0.6784055
466,GJA9,0.4049118,2.1376357,0.4143728,2.1532822
467,RHBDL2,0.5568653,3.7636282,0.56721354,0.5846388
468,AKIRIN1,0.6924379,0.7728426,0.7474904,0.79640585
469,NDUFS5,0.6969736,0.80180943,0.78796905,0.8168404
470,MACF1,0.69146466,0.7930191,0.8342521,0.8582519
471,BMP8A,0.5092464,3.1771154,0.5191279,0.5255667
472,PABPC4,0.6975472,0.7850766,0.79423004,0.82280254
473,HEYL,0.67060965,5.9943447,0.6959219,0.7154773
474,NT5C1A,0.32848367,1.5641176,0.38369027,0.97721374
475,HPCAL4,0.55596316,1.542083,0.5665218,0.5820442
476,PPIE,0.6874147,0.73380744,6.619772,0.7399436
477,BMP8B,0.62588775,0.66600174,0.6395925,4.8768787
478,OXCT2,0.45226902,2.2269583,0.4607369,2.0976815
479,TRIT1,0.67304343,0.7366279,0.69572866,6.077103
480,MYCL,0.58475256,2.6794083,0.59462315,4.1660166
481,MFSD2A,0.64620334,0.70417625,0.6635116,5.319985
482,CAP1,0.6964043,0.7973323,0.83015394,0.83201766
483,PPT1,0.69674337,0.8220978,0.7802214,0.7999821
484,RLF,0.6856658,0.76219976,0.719382,0.7618937
485,TMCO2,0.17785218,0.5708649,0.20440681,0.6568229
486,ZMPSTE24,0.6874809,6.693736,0.7822904,6.694287
487,COL9A2,0.6539894,0.68579185,0.6734635,0.71808034
488,SMAP2,0.6940548,0.7620717,0.7570178,0.8860017
489,ZFP69B,0.5188682,3.2833066,0.5293478,0.5406365
490,ZFP69,0.613708,0.6596729,0.62592643,0.65309596
491,EXO5,0.60273266,0.6684923,0.6142078,0.7020987
492,ZNF684,0.6041653,4.4843144,0.6185988,4.287433
493,RIMS3,0.6590957,0.6927686,0.6814925,1.7745907
494,NFYC,0.69045806,0.75661755,0.74775255,6.890784
495,KCNQ4,0.6383481,0.7528128,0.65278727,0.68427485
496,CITED4,0.65381026,0.6828063,0.6709475,5.5023193
497,CTPS1,0.6820492,0.73573494,0.71681106,6.4151797
498,SLFNL1,0.52446854,3.3539314,0.5326323,0.565322
499,SCMH1,0.691071,0.75033486,0.7419585,0.78265065
500,FOXO6,0.58066356,4.110159,0.5922615,4.109258
501,EDN2,0.43548808,2.4253163,0.44083697,0.4512667
502,HIVEP3,0.66410196,0.70071405,0.68098515,0.7229159
503,GUCA2B,0.1608267,0.58052903,0.17261833,0.58436394
504,GUCA2A,0.20748818,0.76646006,0.21755315,0.82013386
505,FOXJ3,0.6949306,1.0469736,0.7703387,2.4085443
506,RIMKLA,0.5936035,4.313947,0.6055052,0.6292405
507,ZMYND12,0.5519214,3.688608,0.56264997,0.5731576
508,PPCS,0.6843617,0.76188666,0.71482223,6.529217
509,CCDC30,0.5991641,3.4526453,0.6110397,4.4023023
510,PPIH,0.65769845,5.61096,0.6774317,2.8515325
511,YBX1,0.69214237,0.81742454,0.84273195,8.676971
512,CLDN19,0.35684803,0.84086585,0.36095923,1.7727077
513,C1orf50,0.6418234,0.67745453,0.659265,5.2233562
514,ERMAP,0.6622078,4.637168,0.68176395,0.7387029
515,ZNF691,0.64728415,0.6788154,0.663296,0.7745737
516,SLC2A1,0.692683,0.75464654,0.73462176,7.0489244
517,FAM183A,0.34409964,1.6783738,0.3499202,1.6738191
518,EBNA1BP2,0.6857637,0.7774414,0.7223294,1.0693111
519,CFAP57,0.49424744,0.5624914,0.50234085,0.5178872
520,TMEM125,0.56442857,0.57621497,0.5754096,3.8701248
521,C1orf210,0.45660824,2.6230865,0.46095937,1.6718773
522,TIE1,0.6815737,0.72719795,0.70500356,6.3994074
523,MPL,0.40637258,2.1662025,0.41370234,2.1648111
524,CDC20,0.56993103,3.9452667,0.5819505,0.81773275
525,ELOVL1,0.69498974,0.7779367,0.7652286,0.7918075
526,MED8,0.68229455,6.426966,0.71314836,1.994509
527,SZT2,0.6961704,0.7915673,0.73495394,1.02877
528,PTPRF,0.69722223,7.549021,0.7504491,7.553687
529,KDM4A,0.6819875,0.75085133,0.7094531,6.432261
530,ST3GAL3,0.67604995,6.1818724,0.70021003,0.8864025
531,ARTN,0.5470712,3.6379306,0.5566961,0.56915724
532,IPO13,0.6922813,0.75025123,0.76589924,0.8108524
533,DPH2,0.675697,0.7321565,0.6993956,0.74546915
534,ATP6V0B,0.6973419,0.78580636,0.77666706,4.3174725
535,B4GALT2,0.68950725,0.7395351,0.73717403,0.77160895
536,CCDC24,0.6459105,2.3873606,0.65989476,0.86136055
537,SLC6A9,0.6580816,0.72455895,0.67647,0.74976903
538,KLF17,0.31495804,1.206303,0.32972482,0.3511678
539,DMAP1,0.69285274,7.0337195,0.75007266,0.7852419
540,ERI3,0.69004905,0.7527542,0.7385235,6.8380136
541,RNF220,0.69434065,1.6931782,0.76152235,0.8205437
542,TMEM53,0.6421762,5.2272573,0.6594446,5.2263427
543,C1orf228,0.5807914,0.67414165,0.5933131,0.70824915
544,KIF2C,0.58191633,2.7422647,0.5929117,0.61688226
545,RPS8,0.68043417,0.8168354,0.880218,0.8796218
546,BEST4,0.52740854,0.5409586,3.3846033,3.3864832
547,PLK3,0.676553,6.1838093,0.7130531,0.7690896
548,TCTEX1D4,0.40283477,1.9618562,0.40714657,0.4166334
549,BTBD19,0.60712373,0.65430546,0.6196035,0.63861346
550,PTCH2,0.6462709,5.324213,0.66231626,5.326695
551,EIF2B3,0.67633367,0.7335643,0.70524395,0.74940574
552,HECTD3,0.6942369,0.8123866,0.7780705,0.79284936
553,UROD,0.6943224,7.0218205,0.75975996,0.8222152
554,ZSWIM5,0.6419055,5.2132716,0.65549976,5.2131286
555,HPDL,0.50915337,3.1719654,0.5187676,3.173889
556,MUTYH,0.66155267,0.70324636,0.68147826,5.724783
557,TOE1,0.6529926,0.7062943,0.6725133,5.482553
558,TESK2,0.655555,5.5344796,0.6724517,0.69613045
559,MMACHC,0.6362275,5.095415,0.6500789,3.90359
560,PRDX1,0.697534,0.7921233,0.83118933,0.81894
561,AKR1A1,0.6935025,0.772404,0.7424139,1.6279684
562,NASP,0.6963662,0.77598006,0.8093581,1.1204141
563,CCDC17,0.5971685,4.3659105,0.6103723,0.6611091
564,GPBP1L1,0.6971214,1.8399863,0.79069984,0.7897295
565,TMEM69,0.66997325,0.7127199,0.6891453,0.72062844
566,IPP,0.64460814,5.2666087,0.6596182,5.2664213
567,MAST2,0.6970609,7.4587817,0.7688992,1.0335543
568,PIK3R3,0.68512994,0.73128927,0.7200333,1.0301129
569,TSPAN1,0.6066196,4.52316,0.6166493,0.6325815
570,POMGNT1,0.69505024,0.784699,0.7599441,0.8577666
571,LURAP1,0.57246196,0.61062634,0.583183,0.64512134
572,RAD54L,0.5300616,2.5034175,0.5414539,3.4183435
573,LRRC41,0.6964977,0.78137285,0.7463903,7.4208016
574,UQCRH,0.69568133,0.8136828,0.7824461,0.85268664
575,NSUN4,0.6761119,6.1866636,0.6975589,6.1865335
576,FAAH,0.67215335,6.053147,0.69836015,6.0523777
577,DMBX1,0.1810085,0.6742516,0.2150093,0.6722831
578,KNCN,0.1508238,0.52661645,0.19512992,0.5256033
579,MKNK1,0.69127065,0.76650834,0.7406402,0.7943241
580,MOB3C,0.6851398,0.7445766,0.72332144,6.5121174
581,ATPAF1,0.69266796,0.7732504,0.73492223,0.92507774
582,TEX38,0.31830707,1.4894164,0.32420865,0.97612643
583,EFCAB14,0.69795024,0.8017691,0.79352015,0.95827496
584,CYP4B1,0.6457826,0.6775329,0.6616495,0.67624354
585,CYP4A11,0.421608,0.47763285,0.4328519,0.44789007
586,CYP4X1,0.6372182,0.70534825,0.65262944,0.6882051
587,CYP4Z1,0.49447536,0.5516207,0.5026343,0.5197972
588,CYP4A22,0.40218413,2.129978,0.4086536,0.42263496
589,PDZK1IP1,0.5704119,3.8201735,0.5788648,0.59896004
590,TAL1,0.63964725,5.1704426,0.65533143,0.67993903
591,STIL,0.58903503,0.6120349,0.60070276,4.2279654
592,CMPK1,0.6974092,0.8133192,0.83917195,0.8008964
593,FOXE3,0.28850767,0.40099007,0.2931145,1.2940239
594,FOXD2,0.53631693,0.56925464,0.5455438,0.5622143
595,TRABD2B,0.62545687,0.65372634,0.6374796,0.6603344
596,SLC5A9,0.56000274,2.6362376,0.57017815,0.5834043
597,SPATA6,0.6645077,0.7026269,0.68198574,5.797898
598,AGBL4,0.44007838,2.4663656,2.4649901,2.4650602
599,BEND5,0.62071496,0.6655314,0.63399285,0.6966107
600,ELAVL4,0.45859867,0.50338286,2.640584,2.337558
601,DMRTA2,0.27311078,1.1953201,0.2784262,0.4863893
602,FAF1,0.69060934,0.7631058,0.74259233,0.83251286
603,CDKN2C,0.6664221,5.853683,0.6840357,0.7311411
604,C1orf185,0.09525007,0.2756876,0.2733655,0.27576584
605,RNF11,0.697239,0.78118765,0.78912616,0.8449782
606,TTC39A,0.60992336,0.6926867,0.6220402,4.457074
607,EPS15,0.69651353,0.8279629,0.7933886,0.85306275
608,OSBPL9,0.6962743,0.7897299,0.75681704,7.405097
609,RAB3B,0.54373276,3.595828,0.55394226,3.6016057
610,TXNDC12,0.6879692,0.7518982,0.72945803,6.710161
611,KTI12,0.6296661,4.9614863,0.64415056,4.961807
612,BTF3L4,0.68661237,2.1077127,0.72150725,6.642393
613,ZFYVE9,0.68186027,0.77223986,0.70929587,6.4188185
614,CC2D1B,0.6927974,0.75746995,0.7287851,0.78341407
615,ORC1,0.54289997,3.575447,0.55055594,3.5796962
616,PRPF38A,0.6899987,0.76497006,0.72735584,0.79744256
617,ZCCHC11,0.69096833,0.7498596,0.73565346,0.7710337
618,GPX7,0.6313284,1.6122359,0.6428132,4.9968405
619,FAM159A,0.4329441,2.3929796,0.44018552,2.3945107
620,COA7,0.66061175,5.6931024,0.6783521,1.7490745
621,ZYG11B,0.6897253,0.77360016,0.7226258,0.7764226
622,ZYG11A,0.41004848,2.1960635,0.41805118,0.43992254
623,ECHDC2,0.6950492,0.75564337,0.78009796,0.7951572
624,SCP2,0.69677407,0.78204995,0.7885649,0.8186915
625,PODN,0.68961626,0.75680345,0.72383755,0.80890054
626,SLC1A7,0.6057956,4.513254,0.6178609,4.5128922
627,CPT2,0.6519049,3.594076,0.66833925,5.461152
628,C1orf123,0.6860215,0.7583093,0.7292325,6.617714
629,MAGOH,0.668517,0.852304,0.69132644,0.7341168
630,LRP8,0.6507659,0.69731057,0.66587925,0.72354406
631,DMRTB1,0.14679483,0.50865793,0.15284055,0.5074933
632,GLIS1,0.5446592,0.56082433,0.55389476,0.69861865
633,NDC1,0.66544133,5.804311,0.68481475,0.7188798
634,YIPF1,0.6782967,0.824827,0.70352477,1.1350293
635,DIO1,0.41281354,2.21832,0.41772833,0.4320331
636,HSPB11,0.66090375,0.70406127,0.67919284,0.74840784
637,LRRC42,0.6734902,0.73243105,0.6973003,6.089319
638,LDLRAD1,0.20860809,0.69353867,0.23026477,0.81913203
639,TMEM59,0.69806767,0.8367912,0.8158098,0.8039244
640,TCEANC2,0.6613967,0.7610371,0.67975336,0.71108717
641,CDCP2,0.3026817,1.3807405,0.31105638,0.39235407
642,CYB5RL,0.6469095,0.6902111,0.6643143,0.6991442
643,MRPL37,0.69053674,3.3114455,0.729834,6.857786
644,SSBP3,0.6958333,0.7831196,0.74267316,7.3353
645,ACOT11,0.6346748,1.4803604,0.6483471,2.652378
646,FAM151A,0.3847242,0.46270582,0.3872119,1.990914
647,MROH7,0.659201,5.657578,0.6802479,5.4390163
648,TTC4,0.6831943,0.7422361,0.71387935,0.8995018
649,PARS2,0.6059507,1.8273103,0.6174953,0.6477754
650,TTC22,0.57096225,0.5952303,0.57936335,3.9644165
651,DHCR24,0.69800943,0.79182506,0.79334325,7.6332617
652,TMEM61,0.41443157,2.2358875,0.4210036,0.48454756
653,BSND,0.25047147,1.0562072,1.0543722,0.3266765
654,PCSK9,0.5009609,0.5186462,0.5076153,0.5690579
655,USP24,0.69683814,0.8310365,0.7756232,0.77878165
656,PRKAA2,0.65921503,0.7002187,0.67599934,0.7139672
657,C1orf168,0.43195853,0.50139403,0.44948822,2.3881235
658,C8A,0.16581933,0.6011211,0.18317366,0.60425013
659,C8B,0.20630375,0.3848393,0.21179135,0.80756706
660,DAB1,0.56297183,0.5853065,0.572468,0.61008656
661,OMA1,0.6547529,5.5359497,0.6731935,0.7058556
662,TACSTD2,0.63299054,5.0141935,0.646044,5.0161877
663,MYSM1,0.69262314,0.77687806,0.7399907,7.0179815
664,JUN,0.69529086,0.80397576,0.8276376,0.8821275
665,FGGY,0.64811325,0.6858489,0.6633737,5.3531723
666,HOOK1,0.6286777,0.6541357,0.6428641,0.79630643
667,CYP2J2,0.59688723,0.6986621,0.6091833,0.6245172
668,C1orf87,0.32160875,0.3587982,0.3282784,1.5097613
669,NFIA,0.69326633,0.7544501,0.740536,7.0818067
670,TM2D1,0.67694753,6.212221,0.70538783,6.2114244
671,L1TD1,0.43071806,2.3768256,0.4362863,0.45181805
672,KANK4,0.5284143,0.57076097,0.53744507,3.4044921
673,USP1,0.6845158,0.73629344,0.7115835,0.78523755
674,DOCK7,0.68402076,5.911222,0.716067,0.7737434
675,ANGPTL3,0.3694524,1.8604546,1.8660387,1.8330271
676,ATG4C,0.6535135,0.6911485,0.67094463,1.0042193
677,FOXD3,0.4228752,0.44511467,0.4351189,0.44329792
678,ALG6,0.6528066,0.71362984,0.6704242,0.7155826
679,ITGB3BP,0.64543265,5.2861724,0.66044116,5.286297
680,EFCAB7,0.6442815,0.673666,0.66210914,5.2677746
681,PGM1,0.69604945,0.7891035,0.7794571,0.80149186
682,ROR1,0.6275444,4.1500773,0.64108086,0.66556287
683,UBE2U,0.17077571,0.6236185,0.18812913,0.6221365
684,CACHD1,0.6740817,0.7096288,0.69947094,0.73693585
685,RAVER2,0.67441785,0.7326663,0.69666886,6.132795
686,JAK1,0.69718814,0.8091907,0.82182425,0.86169416
687,AK4,0.6836388,6.5114155,0.7188759,0.74373627
688,DNAJC6,0.64265645,0.687668,0.65772486,0.6947993
689,LEPROT,0.6967397,0.7764429,0.770952,0.8073617
690,LEPR,0.6721901,6.03008,0.69362646,0.75734335
691,PDE4B,0.678216,0.74156135,0.7057727,0.74215096
692,SGIP1,0.6596852,0.69126606,0.6774914,5.666248
693,TCTEX1D1,0.55366814,3.724143,0.562946,0.59027445
694,INSL5,0.18769027,0.7088307,0.2082886,0.70859647
695,WDR78,0.588477,4.2302613,0.5999895,1.6437317
696,MIER1,0.6874183,6.683217,0.7202547,0.86740345
697,SLC35D1,0.6776543,6.247492,0.70752347,0.7668927
698,C1orf141,0.2015646,0.78083485,0.22021037,0.7762954
699,IL23R,0.18199754,0.6780038,0.676991,0.44231725
700,IL12RB2,0.52613515,3.3647985,0.534652,0.5477069
701,SERBP1,0.69744736,0.78688717,0.8423439,0.82913315
702,GADD45A,0.6900102,6.8290243,0.7254765,0.7771051
703,GNG12,0.6948898,0.8458893,0.7860554,0.778126
704,DIRAS3,0.60646516,4.5237927,0.6174649,2.97577
705,WLS,0.6926049,0.7568276,0.74016106,0.7807959
706,RPE65,0.2505595,0.28979045,0.25583836,0.7621937
707,DEPDC1,0.45661333,2.6157205,0.4627401,2.6187398
708,LRRC7,0.58214897,2.1864977,0.5927721,0.63399386
709,LRRC40,0.66092306,4.9161735,0.6795426,5.7017384
710,SRSF11,0.6946232,0.8019502,0.864389,1.2975317
711,ANKRD13C,0.6764604,0.72050625,0.7014619,0.73512405
712,HHLA3,0.62761134,0.66237473,0.64379215,1.8437991
713,CTH,0.6165691,4.7031136,0.6284901,0.66829383
714,PTGER3,0.6309819,0.67266035,0.6428424,0.6734734
715,ZRANB2,0.6979435,0.8098987,0.7960486,0.8313018
716,NEGR1,0.6780122,0.7438129,0.70060945,1.6285871
717,LRRIQ3,0.4364337,2.0503585,0.4442732,0.45352152
718,FPGT,0.6586,5.6055512,0.6740512,5.6048126
719,TNNI3K,0.60811996,4.5574503,0.6212507,4.5555744
720,LRRC53,0.21817301,0.8722732,0.2324591,0.8710358
721,ERICH3,0.4764465,2.46331,0.48547426,2.8213725
722,CRYZ,0.67715335,6.2346725,0.6989249,6.235741
723,TYW3,0.67742145,2.0428014,0.69899976,0.75609994
724,LHX8,0.17111766,0.6202477,0.17849745,0.6193507
725,SLC44A5,0.5531691,0.578253,0.5628736,0.5752981
726,ACADM,0.69032055,0.76354015,0.72922873,0.7827049
727,RABGGTB,0.6926297,0.8850163,0.74457294,1.6103684
728,MSH4,0.48789978,0.57367426,0.4954424,0.77209353
729,ASB17,0.10013592,0.3084622,0.12613101,0.30760813
730,ST6GALNAC3,0.6346035,5.02338,0.6487019,5.062887
731,ST6GALNAC5,0.56273144,0.6124105,0.5719603,0.5911485
732,PIGK,0.6772437,0.78639007,0.70606863,0.73742914
733,AK5,0.60505605,4.497843,0.618747,0.6385658
734,ZZZ3,0.68456584,0.7494343,0.71580887,1.6073648
735,USP33,0.69343203,0.80075264,0.7748191,0.806226
736,NEXN,0.6839313,0.7519828,0.72165614,0.76587975
737,FUBP1,0.6961512,0.7818463,0.7598288,0.84958076
738,DNAJB4,0.68506306,6.563879,0.7137012,0.8123173
739,GIPC2,0.6122703,3.4476805,0.6242399,0.6511791
740,PTGFR,0.6174536,4.712976,0.631387,0.65513635
741,IFI44L,0.66194797,0.71603316,0.68273854,5.38132
742,IFI44,0.66732574,0.700269,0.6881501,0.7672771
743,TTLL7,0.6776619,0.734614,0.70096314,0.7616255
744,PRKACB,0.6875684,0.7909823,0.7216957,0.96290916
745,SAMD13,0.49642357,3.0295293,0.5077959,0.5190883
746,DNASE2B,0.31340408,1.001166,0.31698942,1.4534777
747,RPF1,0.6775737,0.7734204,0.7047491,0.75462466
748,GNG5,0.6921919,0.77095556,0.7756543,0.9322513
749,CTBS,0.65752274,5.6075106,0.67591107,0.7039512
750,SSX2IP,0.6638562,5.78639,0.6845585,1.1763234
751,LPAR3,0.49470472,2.3920412,0.50634855,0.51496387
752,MCOLN2,0.5520961,0.5718212,0.5615871,0.57916117
753,WDR63,0.45374966,2.5956068,0.46273088,0.7596808
754,MCOLN3,0.61866206,0.6395144,0.63242334,4.7479587
755,SYDE2,0.59843194,0.6703493,0.6111605,0.62274873
756,C1orf52,0.6739112,6.1117616,0.69455093,0.8479445
757,BCL10,0.65718484,5.578432,0.6727538,0.8081546
758,DDAH1,0.68509066,0.757713,0.72577775,0.773793
759,CYR61,0.697565,0.78810024,0.77365863,0.8302223
760,ZNHIT6,0.67726487,0.72090864,0.7068413,6.231268
761,COL24A1,0.60336417,4.4668226,0.61446244,4.4678726
762,ODF2L,0.67945004,6.322793,0.70524913,6.32364
763,CLCA2,0.48168483,2.8755958,0.49001816,0.49930614
764,CLCA1,0.2873878,1.2892063,0.2916136,0.41889286
765,CLCA4,0.48953158,0.52948964,0.49808523,2.9650617
766,SH3GLB1,0.6977347,0.9443474,0.792892,0.8194905
767,HS2ST1,0.68260205,0.7418788,0.7150844,5.5692115
768,LMO4,0.69369715,0.7658727,0.74182975,0.8022543
769,PKN2,0.691242,2.0597103,0.7404013,6.9128704
770,GTF2B,0.6748559,0.9627815,0.6978452,0.79001296
771,RBMXL1,0.67336845,0.7370323,0.7057406,3.0044448
772,GBP3,0.66229063,5.735598,0.6795135,0.71435046
773,GBP1,0.6789935,0.73552716,0.70093346,0.74642813
774,GBP2,0.6940098,0.7790422,0.7543265,0.7954349
775,GBP7,0.28623188,1.2789091,0.3126412,1.2772613
776,GBP4,0.6651868,5.81604,0.6840059,0.73975706
777,GBP5,0.57252735,3.9823549,0.58548933,0.6113187
778,GBP6,0.41410252,0.45886728,0.4186278,2.2281804
779,LRRC8B,0.6682347,0.7040805,0.68802816,1.6877664
780,LRRC8C,0.67127854,0.7624003,0.6886863,6.0210056
781,LRRC8D,0.6693539,0.70880383,0.68954206,0.74664885
782,ZNF326,0.6887015,0.7481028,0.7232425,0.8141382
783,BARHL2,0.17771262,0.65262914,0.2000987,0.65295297
784,ZNF644,0.6833852,0.7499713,0.708369,0.7511099
785,HFM1,0.5560333,2.1469135,0.56586444,1.2270516
786,CDC7,0.6261241,4.8776894,0.64117426,4.8805504
787,TGFBR3,0.69425607,0.7706527,0.7556727,0.8082225
788,BRDT,0.24638873,1.0292664,0.28204933,1.030254
789,EPHX4,0.4719421,2.775272,0.4811947,2.7740858
790,SETSIP,0.2637118,1.133744,0.26980755,1.1313521
791,BTBD8,0.45812702,2.6380782,0.46622413,0.51499844
792,KIAA1107,0.6404588,5.191341,0.656409,1.1270032
793,C1orf146,0.21997988,0.87560856,0.8730122,0.87685
794,GLMN,0.63524413,1.1292635,0.6484449,0.6738935
795,RPAP2,0.6758132,6.1737766,0.7006497,6.174072
796,GFI1,0.5241466,3.340367,0.5309698,0.5477992
797,EVI5,0.6765991,0.7617868,0.7001071,6.200119
798,RPL5,0.6824719,0.82886493,0.88274246,0.88305956
799,FAM69A,0.66624975,0.7082217,0.6913922,0.7334072
800,MTF2,0.67531604,4.5609326,0.70272243,6.152834
801,TMED5,0.69318223,0.76833016,0.73222953,6.355377
802,CCDC18,0.6127822,0.6691749,0.6249023,4.62723
803,DR1,0.69193906,0.7676499,0.7460683,0.77791214
804,FNBP1L,0.6853542,0.8035753,0.7136487,0.73910564
805,BCAR3,0.6745293,1.9330745,0.7035936,6.1070385
806,DNTTIP2,0.68990713,0.78399813,0.739286,0.7899703
807,GCLM,0.66969794,4.716893,0.68731457,0.7313806
808,ABCA4,0.5054447,0.5314303,0.5140708,2.5153687
809,ARHGAP29,0.6911328,0.74984413,0.75232255,0.8319711
810,ABCD3,0.6903618,0.7522278,0.73355895,0.7691999
811,F3,0.69031024,6.5023394,0.7451346,6.8453665
812,SLC44A3,0.61792266,4.733513,0.63123775,4.733207
813,CNN3,0.6980498,0.7750994,0.83584756,0.8099023
814,ALG14,0.63931924,0.67979777,0.6549354,0.68621475
815,TMEM56,0.6612148,0.7054126,0.6808875,0.7173389
816,RWDD3,0.66149515,5.7210608,0.68171835,0.89959323
817,PTBP2,0.6846301,0.95143974,0.71209806,6.543141
818,DPYD,0.6788124,0.75136346,0.7027389,0.7470371
819,SNX7,0.65993875,5.669537,0.6735567,5.6717353
820,PALMD,0.6757763,0.73736876,0.70424235,0.7478588
821,FRRS1,0.5746007,0.80790496,0.5855031,4.011988
822,AGL,0.6864654,0.771467,0.7162892,6.6352477
823,SLC35A3,0.6790635,0.73365855,0.7052529,6.3067536
824,SASS6,0.61657494,1.0096502,0.6289823,4.7025275
825,TRMT13,0.66536015,2.3272197,0.68485296,0.71000963
826,LRRC39,0.5968462,4.3626356,0.609921,0.63350785
827,DBT,0.6823288,0.74795806,0.71446294,6.4133
828,RTCA,0.68072027,0.7432364,0.7176238,0.7528799
829,CDC14A,0.6449954,0.68523777,0.6607402,5.294313
830,GPR88,0.50250316,3.1018388,0.51086736,0.57319957
831,VCAM1,0.65082204,0.68137926,0.6683906,5.4338627
832,EXTL2,0.66892594,0.7140675,0.6900265,0.7236301
833,SLC30A7,0.6801417,0.7416636,0.7107671,0.7604725
834,DPH5,0.6654167,5.8196654,0.6820005,0.71364164
835,S1PR1,0.69141793,0.77117205,0.74969965,0.7919171
836,OLFM3,0.34439644,0.4217906,0.35620946,1.6765045
837,COL11A1,0.5566501,3.7632823,0.5661821,3.7706363
838,RNPC3,0.68369025,0.73873544,0.7139175,0.80524325
839,AMY2B,0.6840042,0.7450135,0.7186649,0.7678242
840,AMY2A,0.43393138,0.46020964,0.44173148,2.4093974
841,AMY1A,0.08081303,0.21212763,0.21076368,0.21141554
842,AMY1B,0.25195396,0.37662742,0.26118544,0.36146423
843,AMY1C,0.06295955,0.14916508,0.090429425,0.14838898
844,PRMT6,0.6500351,0.68945104,0.66607,0.9056688
845,NTNG1,0.5476332,3.645721,0.55816305,0.5902661
846,VAV3,0.6484434,0.6888817,0.66511714,0.7005289
847,SLC25A24,0.67161494,1.620294,0.69101983,0.72344416
848,NBPF4,0.17013124,0.62027,0.23777103,0.6205031
849,NBPF6,0.15116876,0.53137195,0.15915471,0.5303648
850,FAM102B,0.6732137,0.7155452,0.6933647,0.71325594
851,HENMT1,0.62202156,4.810228,0.63448644,4.8118443
852,PRPF38B,0.69558865,7.308642,0.7805125,5.8941126
853,FNDC7,0.29370087,0.33105224,0.29628548,0.40631834
854,STXBP3,0.69046426,0.84965426,0.73049253,0.82939285
855,AKNAD1,0.45069516,0.47150815,0.45603895,2.5558
856,GPSM2,0.6666872,5.869164,0.6852298,5.8719254
857,CLCC1,0.67214286,0.72671276,0.6970042,0.72998214
858,WDR47,0.681682,0.7254539,0.7074716,0.7580806
859,TAF13,0.67098063,6.0074906,0.69075334,0.7324901
860,TMEM167B,0.6926293,0.7668469,0.7554164,6.7084365
861,C1orf194,0.3628503,0.90469086,0.36740175,1.400666
862,KIAA1324,0.60002214,4.4142704,0.61190933,0.6359646
863,SARS,0.69782627,0.7821402,0.8632146,0.80291235
864,CELSR2,0.68549776,0.74682933,0.71727395,6.5841274
865,PSRC1,0.6376719,2.5281692,0.65104365,0.6827681
866,MYBPHL,0.42538425,0.472562,2.3245149,2.3296795
867,SORT1,0.6979145,0.78541744,0.78793967,0.81398445
868,PSMA5,0.69104755,0.7722365,0.7322005,0.7525809
869,SYPL2,0.63296235,5.029627,0.6475293,4.3430567
870,ATXN7L2,0.65691876,0.7288263,0.67177373,0.7064571
871,CYB561D1,0.6722458,0.8154023,0.70775247,0.71705896
872,AMIGO1,0.6678597,0.7149956,0.6911991,5.9074388
873,GPR61,0.50019825,3.074902,0.51082295,0.521795
